Point number,Sample Number,Site ID,Target,Grid,UTM_East,UTM_North,Elevation (m),Sample Type,Standard Type,Date_Sampled,Sampler,Moisture,Angularity,Depth_cm,Horizon,Color,Site Vegetation,Texture,Description,Ag ppm AuME-ST43,Al % AuME-ST43,As ppm AuME-ST43,Au ppm AuME-ST43,Au ppm AuME-ST43 status,Au ppm AuME-ST43 certificate,Au ppm AuME-ST43 certificate completed,Au ppm AuME-ST43 laboratory,Au ppm AuME-ST43 sample analysis workflow,B ppm AuME-ST43,Ba ppm AuME-ST43,Be ppm AuME-ST43,Bi ppm AuME-ST43,Ca % AuME-ST43,Cd ppm AuME-ST43,Ce ppm AuME-ST43,Co ppm AuME-ST43,Cr ppm AuME-ST43,Cs ppm AuME-ST43,Cu ppm AuME-ST43,Cu ppm AuME-ST43 status,Cu ppm AuME-ST43 certificate,Cu ppm AuME-ST43 certificate completed,Cu ppm AuME-ST43 laboratory,Cu ppm AuME-ST43 sample analysis workflow,Fe % AuME-ST43,Ga ppm AuME-ST43,Ge ppm AuME-ST43,Hf ppm AuME-ST43,Hg ppm AuME-ST43,In ppm AuME-ST43,K % AuME-ST43,La ppm AuME-ST43,Li ppm AuME-ST43,Mg % AuME-ST43,Mn ppm AuME-ST43,Mo ppm AuME-ST43,Na % AuME-ST43,Nb ppm AuME-ST43,Ni ppm AuME-ST43,P % AuME-ST43,Pb ppm AuME-ST43,Pd ppm AuME-ST43,Pt ppm AuME-ST43,Rb ppm AuME-ST43,Re ppm AuME-ST43,Recvd Wt. kg WEI-21,S % AuME-ST43,Sb ppm AuME-ST43,Sc ppm AuME-ST43,Se ppm AuME-ST43,Sn ppm AuME-ST43,Sr ppm AuME-ST43,Ta ppm AuME-ST43,Te ppm AuME-ST43,Th ppm AuME-ST43,Ti % AuME-ST43,Tl ppm AuME-ST43,U ppm AuME-ST43,V ppm AuME-ST43,W ppm AuME-ST43,WT. SAMPLE g AuME-IC43i,WT. SAMPLE g AuME-MS43i,Y ppm AuME-ST43,Zn ppm AuME-ST43,Zr ppm AuME-ST43,parent sample number
KDK_Soils_2023,259423,ECL079,Eclipse,NAD83_U10,685251,5510999,,REG,,07/30/2023,KN,Dry,Sub-angular,20,B Horizon,Light Brown-Grey,Forest,Sandy Silt,,0.102,1.4,2.64,0.006,Imported,VA23230559,09/16/2023,ALS,ALS,1,47.3,0.257,0.0593,0.22,0.062,5.42,9.03,19.25,1.01,32.7,Imported,VA23230559,09/16/2023,ALS,ALS,2.48,4.53,0.028,0.116,0.03,0.012,0.04,2.37,8.2,0.5,301,0.33,0.016,0.473,10.6,0.0759,3.52,0.001,0.001,7.1,0.0001,0.58,0.01,0.187,2.32,0.06,0.26,17.15,0.0025,0.026,0.598,0.0849,0.0311,0.214,78.3,0.074,25.037,25.037,2.04,36.3,4.45,
KDK_Soils_2023,259424,ECL078,Eclipse,NAD83_U10,685198,5511006,,REG,,07/30/2023,KN,Dry,Sub-rounded,25,B Horizon,lt brown,Forest,Silt,,0.062,1.76,2.66,0.0015,Imported,VA23230559,09/16/2023,ALS,ALS,1,53.5,0.29,0.0625,0.24,0.053,7.73,10.65,16.45,1.37,38.3,Imported,VA23230559,09/16/2023,ALS,ALS,2.52,5.94,0.031,0.144,0.027,0.015,0.04,3.34,11.8,0.64,326,0.427,0.017,0.613,8.61,0.113,3.51,0.002,0.001,7.59,0.0001,0.5,0.013,0.155,2.35,0.071,0.31,17.25,0.0025,0.024,0.737,0.0953,0.0386,0.276,77.9,0.082,25.016,25.016,2.78,60.6,5.86,
KDK_Soils_2023,259425,ECL077,Eclipse,NAD83_U10,685149,5511002,,REG,,07/30/2023,KN,Damp,Sub-angular,25,B Horizon,brown,Forest,Sandy Silt,Near road,0.261,1.92,2.2,0.001,Imported,VA23230559,09/16/2023,ALS,ALS,1,62,0.363,0.0777,0.39,0.074,7.68,11.25,12.55,1.92,97.5,Imported,VA23230559,09/16/2023,ALS,ALS,2.54,6.81,0.036,0.079,0.029,0.013,0.08,3.48,22.2,0.73,530,0.286,0.02,0.524,7.26,0.1145,4.35,0.001,0.001,12.2,0.0001,0.4,0.016,0.139,2.21,0.121,0.39,24.3,0.0025,0.017,0.678,0.0977,0.0453,0.263,77.1,0.052,24.96,24.96,3.54,67.5,2.7,
KDK_Soils_2023,259426,ECL076,Eclipse,NAD83_U10,685102,5511000,,REG,,07/30/2023,KN,Dry,Sub-angular,15,B Horizon,brown,Forest,Pebbly Sand,"Disturbed, overturned area",0.181,2.02,3.13,0.0044,Imported,VA23230559,09/16/2023,ALS,ALS,1,82.5,0.372,0.0649,0.57,0.097,12.9,16.05,21.3,2.32,143,Imported,VA23230559,09/16/2023,ALS,ALS,3.12,5.63,0.047,0.09,0.032,0.011,0.28,5.07,14.9,1.21,686,0.432,0.019,0.564,11.7,0.1195,4.24,0.003,0.001,20.7,0.0001,0.46,0.018,0.221,3.01,0.132,0.28,34.9,0.0025,0.039,0.753,0.1165,0.068,0.28,98.7,0.062,25.028,25.028,4.59,74.8,3.97,
KDK_Soils_2023,259427,ECL075,Eclipse,NAD83_U10,685055,5511001,,REG,,07/30/2023,KN,Dry,Sub-angular,15,B Horizon,brown,Forest,Silt,,0.309,2.1,2,0.0009,Imported,VA23230559,09/16/2023,ALS,ALS,1,75.4,0.341,0.076,0.25,0.122,7.25,13.2,14.8,2.1,97.3,Imported,VA23230559,09/16/2023,ALS,ALS,2.51,6.32,0.034,0.104,0.028,0.013,0.07,2.97,15.4,0.69,608,0.383,0.02,0.591,10.45,0.13,4.52,0.001,0.001,13.15,0.0002,0.48,0.012,0.108,1.935,0.121,0.38,20.2,0.0025,0.02,0.782,0.103,0.041,0.257,65.8,0.075,25.03,25.03,2.7,76.8,4.57,
KDK_Soils_2023,259428,Ecl062,Eclipse,NAD83_U10,686250,5510802,,REG,,07/30/2023,EG,Damp,Sub-rounded,15,B Horizon,brown,Clear Cut,Silty Sand,,0.094,1.75,7.22,0.0045,Imported,VA23230559,09/16/2023,ALS,ALS,1,87.5,0.288,0.0863,0.24,0.09,7.16,12.5,33.3,1.83,57.4,Imported,VA23230559,09/16/2023,ALS,ALS,2.67,5.1,0.031,0.123,0.027,0.011,0.08,3.35,10,0.58,291,0.628,0.022,0.56,16.1,0.0978,7.77,0.001,0.001,9.81,0.0001,0.4,0.038,0.205,3.21,0.105,0.31,18.55,0.0025,0.059,0.756,0.1025,0.0894,0.221,82.5,0.148,24.949,24.949,2.04,77.4,5.42,
KDK_Soils_2023,259429,Ecl061,Eclipse,NAD83_U10,686196,5510799,,REG,,07/31/2023,EG,Moist,Sub-rounded,20,B Horizon,dk brown,Forest,Sandy Silt,Near swamp. ,0.539,2.09,3.74,0.0021,Imported,VA23230559,09/16/2023,ALS,ALS,1,137,0.424,0.0868,0.84,0.342,12.85,12.75,37.7,3.81,155.5,Imported,VA23230559,09/16/2023,ALS,ALS,2.62,5.75,0.038,0.059,0.071,0.016,0.06,7.99,27.8,0.63,350,0.701,0.028,0.959,20.5,0.0379,9.36,0.003,0.001,7,0.0011,0.28,0.037,0.463,3.76,0.778,0.34,41.9,0.0025,0.019,0.405,0.0914,0.1095,0.717,80.1,0.088,24.989,24.989,8.65,78.7,2.99,
KDK_Soils_2023,259430,Ecl061,,,,,,DUP,,07/31/2023,,,,,,,,,,0.479,1.84,3.29,0.0031,Imported,VA23230559,09/16/2023,ALS,ALS,1,117.5,0.375,0.0782,0.86,0.305,9.61,10.9,32,3.34,143.5,Imported,VA23230559,09/16/2023,ALS,ALS,2.4,4.87,0.037,0.055,0.061,0.014,0.06,6.96,24.1,0.59,303,0.63,0.024,0.855,17.65,0.0398,8.21,0.003,0.001,6.45,0.0012,0.24,0.042,0.505,2.91,0.827,0.31,38.6,0.0025,0.018,0.281,0.0831,0.0941,0.591,68.4,0.085,24.952,24.952,7.35,71.5,2.75,259429
KDK_Soils_2023,259431,Ecl060,Eclipse,NAD83_U10,686150,5510802,,REG,,07/31/2023,EG,Dry,Angular,5,B Horizon,lt brown,Forest,Sandy Silt,Thin soil layer,0.128,1.58,2.08,0.0057,Imported,VA23230559,09/16/2023,ALS,ALS,1,51.8,0.264,0.0938,0.17,0.136,4.64,8.39,25.5,2.44,45.3,Imported,VA23230559,09/16/2023,ALS,ALS,2.09,5.87,0.021,0.01,0.038,0.01,0.05,2.15,8.8,0.32,807,0.532,0.022,0.515,10.9,0.097,8.37,0.001,0.001,6.76,0.0001,0.3,0.023,0.151,1.265,0.099,0.4,12.1,0.0025,0.016,0.1285,0.069,0.0527,0.171,54.5,0.072,24.934,24.934,1.405,82,0.45,
KDK_Soils_2023,259432,Ecl059,Eclipse,NAD83_U10,686099,5510799,,REG,,07/31/2023,EG,Dry,Sub-rounded,30,B Horizon,lt brown,Forest,Sandy Silt,,0.138,1.74,3.39,0.0018,Imported,VA23230559,09/16/2023,ALS,ALS,1,104,0.274,0.0614,0.41,0.145,8.41,14.3,77.8,1.895,78.4,Imported,VA23230559,09/16/2023,ALS,ALS,2.65,4.74,0.024,0.063,0.026,0.012,0.09,3.13,16,0.84,462,0.546,0.012,0.541,28.3,0.0651,9.66,0.002,0.001,10.75,0.0001,0.52,0.004,0.19,2.92,0.081,0.31,22.7,0.0025,0.018,0.644,0.101,0.0692,0.277,68.4,0.079,25.019,25.019,3.45,82,2.78,
KDK_Soils_2023,259433,Ecl058,Eclipse,NAD83_U10,686047,5510800,,REG,,07/31/2023,EG,Dry,Sub-rounded,20,B Horizon,lt brown,Forest,Sandy Silt,,0.125,1.95,3.18,0.0017,Imported,VA23230559,09/16/2023,ALS,ALS,1,77.8,0.302,0.0822,0.18,0.132,6.2,14.15,74.6,1.905,63.9,Imported,VA23230559,09/16/2023,ALS,ALS,2.63,6.08,0.025,0.174,0.035,0.013,0.08,2.22,12.5,0.71,363,0.547,0.013,0.633,26.2,0.1275,10.95,0.001,0.001,7.5,0.0001,0.38,0.007,0.168,2.52,0.108,0.37,13.2,0.0025,0.02,0.822,0.0948,0.053,0.224,63.6,0.083,25.084,25.084,1.86,118,7.06,
KDK_Soils_2023,259434,Ecl057,Eclipse,NAD83_U10,685999,5510804,,REG,,07/31/2023,EG,Damp,Sub-rounded,10,B Horizon,lt brown,Forest,Sandy Silt,,0.183,2.27,2.42,0.0008,Imported,VA23230559,09/16/2023,ALS,ALS,1,119.5,0.339,0.0897,0.23,0.142,7.85,17.25,76.7,3.28,69.3,Imported,VA23230559,09/16/2023,ALS,ALS,3.14,7.21,0.028,0.109,0.029,0.017,0.09,2.23,17.3,0.99,681,0.345,0.018,0.358,33.2,0.0726,7.8,0.002,0.001,9.78,0.0001,0.46,0.011,0.138,3.51,0.067,0.37,15.15,0.0025,0.023,0.767,0.121,0.0635,0.221,80.9,0.075,24.99,24.99,2.23,113,4.74,
KDK_Soils_2023,259435,Ecl056,Eclipse,NAD83_U10,685951,5510804,,REG,,07/31/2023,EG,Damp,Sub-rounded,20,B Horizon,brown,Forest,Sandy Silt,,0.087,1.87,1.96,0.0007,Imported,VA23230559,09/16/2023,ALS,ALS,1,80.7,0.245,0.093,0.3,0.119,3.54,16.55,48.9,3.42,54.3,Imported,VA23230559,09/16/2023,ALS,ALS,3.39,6.53,0.032,0.037,0.043,0.016,0.07,1.34,15.3,0.81,1495,0.367,0.016,0.449,23.2,0.0667,7.42,0.001,0.001,10.75,0.0001,0.36,0.013,0.143,2.34,0.062,0.37,13.75,0.0025,0.019,0.394,0.1185,0.069,0.13,86.5,0.066,24.988,24.988,1.765,92.6,1.35,
KDK_Soils_2023,259436,Ecl055,Eclipse,NAD83_U10,685899,5510800,,REG,,07/31/2023,EG,Dry,Sub-rounded,5,B Horizon,lt brown,Forest,Sandy Silt,,0.055,2.2,1.36,0.0007,Imported,VA23230559,09/16/2023,ALS,ALS,1,81.7,0.207,0.0842,0.28,0.059,2.05,18.4,109,3.65,40.3,Imported,VA23230559,09/16/2023,ALS,ALS,3.28,7.88,0.031,0.069,0.023,0.011,0.06,0.911,21.1,1.27,305,0.263,0.019,0.393,67.6,0.0472,4.17,0.001,0.001,5.46,0.0001,0.34,0.01,0.115,2.49,0.048,0.32,12.6,0.0025,0.017,0.255,0.154,0.0325,0.0888,85.7,0.064,24.994,24.994,1.635,68.9,1.97,
KDK_Soils_2023,259437,Ecl054,Eclipse,NAD83_U10,685851,5510808,,REG,,07/31/2023,EG,Damp,Sub-angular,10,B Horizon,brown,Forest,Sandy Silt,Side of road ,3.47,2.02,3.86,0.0028,Imported,VA23230559,09/16/2023,ALS,ALS,1,113.5,0.371,0.133,0.45,0.171,7.86,24.4,112,2.3,117,Imported,VA23230559,09/16/2023,ALS,ALS,3.95,6.44,0.037,0.026,0.162,0.022,0.19,2.8,19.7,1.39,576,0.468,0.016,0.234,61.7,0.109,8.82,0.005,0.003,11.95,0.0001,0.4,0.013,1.555,8.15,0.139,0.28,24,0.0025,0.018,0.488,0.1025,0.0826,0.231,105,0.043,25.033,25.033,4.54,91.7,1.17,
KDK_Soils_2023,259438,Ecl053,Eclipse,NAD83_U10,685797,5510797,,REG,,07/31/2023,EG,Dry,Sub-angular,5,B Horizon,brown,Forest,Pebbly Sand,Near road. Disturbed,0.254,1.78,5.01,0.0034,Imported,VA23230559,09/16/2023,ALS,ALS,1,90.7,0.419,0.134,0.46,0.251,15,16.3,55.3,4.06,132,Imported,VA23230559,09/16/2023,ALS,ALS,2.87,4.99,0.038,0.059,0.32,0.023,0.12,6.8,16.2,0.73,896,0.87,0.02,0.445,27.2,0.1215,6.61,0.004,0.001,10.05,0.0001,0.4,0.017,0.837,5.47,0.165,0.34,20,0.0025,0.028,0.959,0.0836,0.184,0.34,67.8,0.105,25.03,25.03,6.28,141,2.57,
KDK_Soils_2023,259439,Ecl052,Eclipse,NAD83_U10,685754,5510797,,REG,,07/31/2023,EG,Dry,Sub-rounded,10,B Horizon,lt brown,Forest,Silty Sand,,0.056,2.19,2.08,0.0029,Imported,VA23230559,09/16/2023,ALS,ALS,1,61.6,0.32,0.0852,0.21,0.102,6.68,13.55,71.7,2.02,47.6,Imported,VA23230559,09/16/2023,ALS,ALS,2.64,7.02,0.029,0.249,0.041,0.012,0.05,2.15,17.6,0.87,516,0.467,0.02,0.758,30.4,0.0917,5.43,0.001,0.001,6.37,0.0001,0.36,0.014,0.129,2.17,0.055,0.41,12.85,0.0025,0.023,0.917,0.1245,0.0486,0.269,67,0.115,25.098,25.098,1.98,81.7,11.1,
KDK_Soils_2023,259440,,,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,0.117,1.37,4.39,0.0043,,VA23230559,09/16/2023,ALS,ALS,2,134.5,0.389,0.0785,2.98,0.167,19.3,9.08,26.6,0.848,53.7,,VA23230559,09/16/2023,ALS,ALS,2.65,4.17,0.062,0.048,0.056,0.018,0.11,8.87,8.9,0.71,481,0.484,0.023,0.514,18.15,0.1075,4.43,0.004,0.0005,4.6,0.0005,0.42,0.019,0.381,5.29,0.215,0.37,102,0.0025,0.026,1.715,0.0685,0.0736,0.469,72,0.083,24.961,24.961,9.11,44.7,2.18,
KDK_Soils_2023,259441,Ecl051,Eclipse,NAD83_U10,685701,5510798,,REG,,08/01/2023,EG,Dry,Sub-rounded,20,B Horizon,brown,Forest,Sandy Silt,,0.149,1.89,2.01,0.0015,Imported,VA23230559,09/16/2023,ALS,ALS,1,102,0.288,0.0771,0.29,0.096,7.48,13.2,53.8,1.95,51.9,Imported,VA23230559,09/16/2023,ALS,ALS,2.62,5.5,0.03,0.1,0.035,0.014,0.07,2.36,13.4,0.78,502,0.47,0.019,0.505,22.4,0.086,4.56,0.002,0.001,9.41,0.0001,0.54,0.01,0.127,2.31,0.07,0.32,20,0.0025,0.018,0.736,0.105,0.0411,0.23,69.3,0.074,25.048,25.048,2.13,64.1,4.26,
KDK_Soils_2023,259442,Ecl050,Eclipse,NAD83_U10,685649,5510803,,REG,,07/31/2023,EG,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Sandy Silt,,0.099,2.11,1.78,0.0008,Imported,VA23230559,09/16/2023,ALS,ALS,1,73.4,0.296,0.0691,0.28,0.063,4.31,17.1,88.7,4.01,47.1,Imported,VA23230559,09/16/2023,ALS,ALS,3.21,6.68,0.033,0.142,0.025,0.013,0.06,1.68,19.7,1.02,439,0.326,0.023,0.365,37.6,0.081,3.94,0.002,0.001,7.42,0.0001,0.44,0.008,0.101,2.36,0.049,0.37,16.25,0.0025,0.016,0.668,0.1235,0.039,0.181,82.1,0.068,25.066,25.066,1.855,70.7,5.94,
KDK_Soils_2023,259443,Ecl049,Eclipse,NAD83_U10,685600,5510801,,REG,,07/31/2023,EG,Dry,Sub-rounded,5,B Horizon,brown,Forest,Pebbly Sand,,0.1,1.66,1.96,0.001,Imported,VA23230559,09/16/2023,ALS,ALS,1,58.7,0.278,0.0738,0.2,0.065,5.43,8.03,25.2,1.585,37.4,Imported,VA23230559,09/16/2023,ALS,ALS,2.25,5.59,0.024,0.155,0.036,0.012,0.04,2.23,10.3,0.47,269,0.339,0.018,0.804,10.7,0.0821,4.42,0.001,0.001,7.14,0.0001,0.46,0.01,0.119,1.95,0.06,0.37,16.5,0.0025,0.019,0.734,0.0985,0.0338,0.238,63.3,0.084,25.086,25.086,1.915,44.6,6.67,
KDK_Soils_2023,259444,Ecl045,Eclipse,NAD83_U10,685402,5510801,,REG,,07/31/2023,EG,Damp,Sub-rounded,30,B Horizon,dk brown,Forest,Sandy Silt,Poor sample. Between swamp and cut block ,0.097,1.75,2.1,0.0012,Imported,VA23230559,09/16/2023,ALS,ALS,1,62.4,0.275,0.0781,0.18,0.05,4.7,9.43,60.7,1.905,48.2,Imported,VA23230559,09/16/2023,ALS,ALS,2.34,5.18,0.023,0.146,0.029,0.008,0.04,1.905,11.5,0.64,350,0.315,0.019,0.576,19.95,0.0802,4.11,0.002,0.001,6.26,0.0001,0.42,0.008,0.124,1.78,0.059,0.33,12.85,0.0025,0.018,0.72,0.0932,0.0382,0.229,58.3,0.08,25.055,25.055,1.67,46.6,5.81,
KDK_Soils_2023,259445,Ecl047,Eclipse,NAD83_U10,685499,5510797,,REG,,07/31/2023,EG,Dry,Sub-rounded,5,B Horizon,lt brown,Forest,Sandy Silt,,0.091,1.98,3.3,0.0011,Imported,VA23230559,09/16/2023,ALS,ALS,1,68.5,0.282,0.0658,0.29,0.057,3.95,16.3,94.8,2.62,72.3,Imported,VA23230559,09/16/2023,ALS,ALS,3.19,5.78,0.036,0.101,0.024,0.011,0.06,1.85,18.7,1.13,510,0.243,0.024,0.498,27.3,0.0789,3.4,0.002,0.002,6.82,0.0001,0.38,0.009,0.118,1.945,0.049,0.29,18.3,0.0025,0.02,0.546,0.124,0.0392,0.1805,87.2,0.083,24.953,24.953,1.745,69.4,3.53,
KDK_Soils_2023,259446,Ecl046,Eclipse,NAD83_U10,685447,5510801,,REG,,07/31/2023,EG,Damp,Sub-rounded,10,B Horizon,brown,Forest,Sandy Silt,,0.213,1.7,2.38,0.0014,Imported,VA23230559,09/16/2023,ALS,ALS,1,93.4,0.272,0.075,0.27,0.129,5.79,8.8,25.4,1.455,64.2,Imported,VA23230559,09/16/2023,ALS,ALS,2.31,5.67,0.023,0.079,0.064,0.012,0.06,2.46,12.6,0.59,345,0.526,0.017,0.77,10.9,0.0944,5.77,0.002,0.001,7.91,0.0001,0.38,0.017,0.131,1.95,0.113,0.36,20.5,0.0025,0.023,0.528,0.0883,0.0452,0.23,63.6,0.077,25.058,25.058,2.44,54.2,3.15,
KDK_Soils_2023,259447,Ecl048,Eclipse,NAD83_U10,685549,5510799,,REG,,07/31/2023,EG,Dry,Sub-rounded,15,B Horizon,beige,Forest,Sandy Silt,,0.335,2.13,2.33,0.0019,Imported,VA23230559,09/16/2023,ALS,ALS,1,198,0.408,0.0913,0.63,0.174,12.3,8.79,21.7,1.67,134.5,Imported,VA23230559,09/16/2023,ALS,ALS,2.42,5.78,0.036,0.056,0.053,0.018,0.08,8.01,18.7,0.66,420,0.7,0.02,1.17,12.8,0.058,5.33,0.004,0.001,10.7,0.0001,0.26,0.036,0.172,2.95,0.315,0.39,45.9,0.0025,0.03,0.298,0.0811,0.0813,0.522,67.9,0.068,25.005,25.005,8.52,41.1,2.7,
KDK_Soils_2023,259448,Ecl010,Eclipse,NAD83_U10,685497,5510601,,REG,,07/31/2023,EG,Damp,Sub-angular,40,B Horizon,lt brown,Clear Cut,Sandy Silt,Recent cut block. Disturbed area,0.095,1.97,2.29,0.0021,Imported,VA23230559,09/16/2023,ALS,ALS,1,68.1,0.322,0.0722,0.19,0.12,7.19,11.4,30.3,1.905,49.1,Imported,VA23230559,09/16/2023,ALS,ALS,2.51,5.87,0.025,0.196,0.03,0.013,0.07,2.21,13,0.67,624,0.526,0.016,0.63,13.95,0.1315,4.41,0.001,0.001,9.4,0.0001,0.34,0.009,0.119,2.33,0.07,0.36,14.3,0.0025,0.023,0.879,0.1035,0.0513,0.257,68.4,0.09,25.092,25.092,1.94,67.8,8.29,
KDK_Soils_2023,259449,Ecl009,Eclipse,NAD83_U10,685452,5510601,,REG,,07/31/2023,EG,Damp,Sub-rounded,30,B Horizon,brown,Clear Cut,Sandy Silt,Disturbed area cut block ,0.105,2.08,1.85,0.003,Imported,VA23230559,09/16/2023,ALS,ALS,1,48.8,0.356,0.0887,0.25,0.057,8.05,9.83,26.2,3.25,57.7,Imported,VA23230559,09/16/2023,ALS,ALS,2.63,6.7,0.025,0.207,0.039,0.015,0.05,2.45,16.7,0.62,317,0.54,0.017,0.988,13.2,0.0638,5.38,0.002,0.001,7.15,0.0001,0.34,0.011,0.133,2.84,0.083,0.46,14.2,0.0025,0.023,0.791,0.122,0.0457,0.26,74,0.097,24.986,24.986,3.39,57,8.7,
KDK_Soils_2023,259450,,,,,,,Control,CDN-GEO-1901,,,,,,,,,,,0.812,1.47,11.8,0.0267,,VA23230559,09/16/2023,ALS,ALS,46,139,0.219,0.15,3.03,0.172,10.75,14.55,32,0.766,645,,VA23230559,09/16/2023,ALS,ALS,3.12,5.06,0.066,0.09,0.248,0.022,0.14,4.3,13.7,1.44,571,19.1,0.113,0.012,14.35,0.102,30.7,0.009,0.001,5.15,0.0344,0.08,0.317,1.25,5.89,0.69,0.36,133.5,0.0025,0.097,1.58,0.0661,0.0427,0.632,99.2,1.935,25.037,25.037,6.88,49.3,2.83,
KDK_Soils_2023,259451,ECL140,Eclipse,NAD83_U10,686050,5511202,,REG,,08/01/2023,KN,Damp,Sub-rounded,15,B Horizon,lt brown,Clear Cut,Silty Sand,Disturbed area from logging,0.202,1.69,2.58,0.0018,Imported,VA23230559,09/16/2023,ALS,ALS,1,62.6,0.266,0.069,0.23,0.125,4.88,9.87,45.1,2.18,48.8,Imported,VA23230559,09/16/2023,ALS,ALS,2.41,5.09,0.024,0.075,0.035,0.009,0.04,2.02,11,0.57,364,0.517,0.014,0.631,17.5,0.0768,6.59,0.002,0.001,6.01,0.0001,0.42,0.008,0.142,1.69,0.078,0.31,15.75,0.0025,0.018,0.588,0.0955,0.0377,0.221,60,0.097,25.015,25.015,1.715,81.1,2.93,
KDK_Soils_2023,259452,ECL139,Eclipse,NAD83_U10,686001,5511198,,REG,,07/29/2023,KN,Damp,Sub-rounded,30,B Horizon,brown,Clear Cut,Silty Sand,Disturbed area from logging,0.211,1.6,3.64,0.0015,Imported,VA23230559,09/16/2023,ALS,ALS,1,60.4,0.269,0.0796,0.23,0.118,4.83,12.15,54.2,2.83,42,Imported,VA23230559,09/16/2023,ALS,ALS,2.46,5,0.023,0.097,0.026,0.012,0.05,2.07,11.5,0.58,302,0.488,0.007,0.542,19.05,0.0978,8.53,0.002,0.001,6.54,0.0001,0.38,0.001,0.19,1.93,0.089,0.3,13.95,0.0025,0.02,0.665,0.0861,0.0516,0.208,62.6,0.108,25.054,25.054,1.825,99.3,3.8,
KDK_Soils_2023,259453,ECL148,Eclipse,NAD83_U10,685948,5511199,,REG,,07/29/2023,KN,Wet,Sub-rounded,20,B Horizon,dk brown,Clear Cut,Silt,Disturbed area from logging; near pond,0.395,2.13,3.52,0.0015,Imported,VA23230559,09/16/2023,ALS,ALS,1,102.5,0.516,0.0784,0.4,0.215,12.05,10.65,58.9,7.43,218,Imported,VA23230559,09/16/2023,ALS,ALS,2.42,5.75,0.034,0.058,0.042,0.015,0.07,8.19,25.9,0.74,447,0.3,0.001,0.626,30.8,0.0298,12.6,0.004,0.001,9.12,0.0001,0.26,0.001,0.193,4.59,0.239,0.37,21.9,0.0025,0.017,0.797,0.0993,0.0862,0.435,60.6,0.059,25.057,25.057,10.1,129,3.12,
KDK_Soils_2023,259454,ECL137,Eclipse,NAD83_U10,685899,5511199,,REG,,07/29/2023,KN,Moist,Sub-angular,20,B Horizon,brown,Clear Cut,Silt,Disturbed area from logging; some organics,0.235,2.2,2.93,0.0014,Imported,VA23230559,09/16/2023,ALS,ALS,1,98.4,0.352,0.0718,0.22,0.082,8.8,14.55,88,4.72,88.3,Imported,VA23230559,09/16/2023,ALS,ALS,2.59,5.77,0.029,0.202,0.032,0.01,0.09,2.96,18.4,0.86,276,0.295,0.017,0.67,31.1,0.1015,7.7,0.002,0.001,9.58,0.0001,0.36,0.008,0.126,2.63,0.115,0.38,14.55,0.0025,0.016,0.951,0.103,0.0558,0.321,58.3,0.084,25.054,25.054,3.32,74.9,9.55,
KDK_Soils_2023,259455,ECL136,Eclipse,NAD83_U10,685853,5511201,,REG,,07/29/2023,KN,Moist,Angular,10,B Horizon,brown,Clear Cut,Silt,Disturbed area from logging,0.154,2.12,2.75,0.0019,Imported,VA23230559,09/16/2023,ALS,ALS,1,85.1,0.326,0.0688,0.21,0.055,6.12,16.55,101,3.8,84.4,Imported,VA23230559,09/16/2023,ALS,ALS,2.78,5.83,0.024,0.133,0.024,0.011,0.05,2.33,16.9,0.95,270,0.273,0.021,0.59,34.7,0.0983,7.87,0.002,0.002,6.08,0.0001,0.4,0.007,0.136,2.26,0.072,0.32,14.3,0.0025,0.017,0.721,0.101,0.0361,0.248,65.2,0.078,25.04,25.04,2.25,63.2,5.57,
KDK_Soils_2023,259456,ECL135,Eclipse,NAD83_U10,685802,5511200,,REG,,07/29/2023,KN,Moist,Sub-rounded,25,B Horizon,brown,Clear Cut,Sandy Silt,Disturbed area from logging,0.202,1.87,2.79,0.0024,Imported,VA23230559,09/16/2023,ALS,ALS,1,77.3,0.291,0.0657,0.23,0.091,6.77,14.4,60.9,2.22,74.6,Imported,VA23230559,09/16/2023,ALS,ALS,2.67,5.48,0.023,0.112,0.038,0.015,0.07,2.43,12.4,0.74,293,0.357,0.015,0.641,21.6,0.0944,7.89,0.001,0.002,8.84,0.0001,0.4,0.011,0.193,2.34,0.108,0.3,17.05,0.0025,0.019,0.659,0.0898,0.0544,0.232,67.3,0.074,24.977,24.977,1.995,72.6,4.43,
KDK_Soils_2023,259457,ECL134,Eclipse,NAD83_U10,685752,5511205,,REG,,07/29/2023,KN,Dry,Sub-angular,20,B Horizon,brown,Forest,Sandy Silt,Near clear cut,0.133,1.79,2.05,0.0007,Imported,VA23230559,09/16/2023,ALS,ALS,1,57.3,0.214,0.0557,0.21,0.051,3.77,15.2,110,1.85,51.3,Imported,VA23230559,09/16/2023,ALS,ALS,2.5,5.62,0.025,0.153,0.025,0.01,0.04,1.625,16,1.01,208,0.256,0.023,0.649,35.3,0.0767,3.77,0.003,0.001,4.54,0.0001,0.42,0.006,0.098,1.76,0.078,0.29,16.7,0.0025,0.012,0.538,0.1135,0.0298,0.1845,60.6,0.088,25.071,25.071,1.645,45.5,6.44,
