Point number,Sample Number,Site ID,Target,Grid,UTM_East,UTM_North,Elevation (m),Sample Type,Standard Type,Date_Sampled,Sampler,Moisture,Angularity,Depth_cm,Horizon,Color,Site Vegetation,Texture,Description,Ag ppm AuME-ST43,Al % AuME-ST43,As ppm AuME-ST43,Au ppm AuME-ST43,Au ppm AuME-ST43 status,Au ppm AuME-ST43 certificate,Au ppm AuME-ST43 certificate completed,Au ppm AuME-ST43 laboratory,Au ppm AuME-ST43 sample analysis workflow,B ppm AuME-ST43,Ba ppm AuME-ST43,Be ppm AuME-ST43,Bi ppm AuME-ST43,Ca % AuME-ST43,Cd ppm AuME-ST43,Ce ppm AuME-ST43,Co ppm AuME-ST43,Cr ppm AuME-ST43,Cs ppm AuME-ST43,Cu ppm AuME-ST43,Cu ppm AuME-ST43 status,Cu ppm AuME-ST43 certificate,Cu ppm AuME-ST43 certificate completed,Cu ppm AuME-ST43 laboratory,Cu ppm AuME-ST43 sample analysis workflow,Fe % AuME-ST43,Ga ppm AuME-ST43,Ge ppm AuME-ST43,Hf ppm AuME-ST43,Hg ppm AuME-ST43,In ppm AuME-ST43,K % AuME-ST43,La ppm AuME-ST43,Li ppm AuME-ST43,Mg % AuME-ST43,Mn ppm AuME-ST43,Mo ppm AuME-ST43,Na % AuME-ST43,Nb ppm AuME-ST43,Ni ppm AuME-ST43,P % AuME-ST43,Pb ppm AuME-ST43,Pd ppm AuME-ST43,Pt ppm AuME-ST43,Rb ppm AuME-ST43,Re ppm AuME-ST43,Recvd Wt. kg WEI-21,S % AuME-ST43,Sb ppm AuME-ST43,Sc ppm AuME-ST43,Se ppm AuME-ST43,Sn ppm AuME-ST43,Sr ppm AuME-ST43,Ta ppm AuME-ST43,Te ppm AuME-ST43,Th ppm AuME-ST43,Ti % AuME-ST43,Tl ppm AuME-ST43,U ppm AuME-ST43,V ppm AuME-ST43,W ppm AuME-ST43,WT. SAMPLE g AuME-IC43i,WT. SAMPLE g AuME-MS43i,Y ppm AuME-ST43,Zn ppm AuME-ST43,Zr ppm AuME-ST43,parent sample number
KDK_Soils_2023,239419,ECL720,Eclipse,NAD83_U10,686848,5512899,,REG,,06/29/2023,MP,Moist,Sub-angular,10,B Horizon,brown,Clear Cut,Silty Sand,Fresh cut block.,0.172,2.5,9.33,0.0018,Imported,VA23193579,08/08/2023,ALS,ALS,1,116,0.462,0.0955,0.26,0.138,13.5,10.3,22.5,2.53,46.4,Imported,VA23193579,08/08/2023,ALS,ALS,2.61,6.93,0.036,0.081,0.025,0.018,0.05,5.29,15.3,0.4,446,0.619,0.016,0.559,16.35,0.0707,14.8,0.0005,0.001,9.51,0.0002,0.64,0.007,0.261,3.68,0.163,0.45,21.4,0.0025,0.034,0.981,0.0809,0.1125,0.373,66.2,0.107,25.354,25.354,5.47,130,3.64,
KDK_Soils_2023,239420,,,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,0.098,1.88,4.56,0.0016,,VA23193579,08/08/2023,ALS,ALS,3,156,0.509,0.084,0.69,0.155,20.9,12,29.7,1.1,59.5,,VA23193579,08/08/2023,ALS,ALS,2.96,5.47,0.072,0.119,0.022,0.022,0.19,10.05,10.1,0.72,553,0.472,0.02,0.402,23.3,0.0823,5.03,0.002,0.0005,10.15,0.0003,0.68,0.011,0.331,6.34,0.176,0.42,63.5,0.0025,0.026,2.05,0.0828,0.0928,0.489,71.1,0.08,25.266,25.266,10.55,62,5.8,
KDK_Soils_2023,239421,ECL661,Eclipse,NAD83_U10,685750,5512795,,REG,,07/05/2023,MP,Damp,Sub-rounded,30,B Horizon,brown,Forest,Sandy Silt,,0.321,1.8,3.01,0.0024,Imported,VA23193579,08/08/2023,ALS,ALS,1,244,0.255,0.0546,0.74,0.269,7.79,12.3,66.8,1.74,87.8,Imported,VA23193579,08/08/2023,ALS,ALS,2.17,5.16,0.029,0.04,0.068,0.011,0.06,3.08,18.7,0.74,258,0.339,0.015,0.673,23.6,0.0622,7.22,0.003,0.001,7.56,0.0002,0.38,0.032,0.339,1.985,0.441,0.3,33.8,0.0025,0.015,0.227,0.0771,0.0575,0.268,57,0.073,25.303,25.303,3.18,68.8,1.93,
KDK_Soils_2023,239422,ECL660,Eclipse,NAD83_U10,685700,5512799,,REG,,06/30/2023,MP,Dry,Sub-angular,15,B Horizon,lt brown,Forest,Silty Sand,,0.265,1.98,13.3,0.0031,Imported,VA23193579,08/08/2023,ALS,ALS,1,88.3,0.343,0.0861,0.21,0.247,6.39,13.25,25.7,3.87,62.4,Imported,VA23193579,08/08/2023,ALS,ALS,2.91,7.25,0.033,0.089,0.024,0.018,0.06,2.59,14.2,0.55,319,1.04,0.015,0.563,14.6,0.08,22.3,0.001,0.001,10.45,0.0001,0.58,0.005,0.536,3.07,0.133,0.39,16.55,0.0025,0.048,0.602,0.1015,0.119,0.212,79.7,0.079,25.333,25.333,2.15,151.5,3.6,
KDK_Soils_2023,239423,ECL659,Eclipse,NAD83_U10,685650,5512801,,REG,,06/30/2023,MP,Dry,Sub-rounded,20,B Horizon,brown,Forest,Sandy Silt,,0.178,2.09,3.24,0.0025,Imported,VA23193579,08/08/2023,ALS,ALS,1,79.9,0.351,0.0864,0.21,0.121,8.17,12.45,14.85,4.67,64.9,Imported,VA23193579,08/08/2023,ALS,ALS,2.69,6.88,0.032,0.137,0.056,0.017,0.04,3.12,11.2,0.59,670,0.489,0.011,0.781,9.81,0.0901,7.23,0.001,0.001,8.42,0.0001,0.48,0.01,0.318,2.89,0.122,0.42,18.15,0.0025,0.029,0.689,0.0849,0.0776,0.254,74.8,0.079,25.185,25.185,2.31,77.5,4.82,
KDK_Soils_2023,239424,ECL659,Eclipse,NAD83_U10,685600,5512800,,REG,,06/30/2023,MP,Damp,Sub-angular,20,B Horizon,brown,Forest,Sandy Silt,,0.235,2,2.86,0.0011,Imported,VA23193579,08/08/2023,ALS,ALS,1,71,0.337,0.1015,0.2,0.153,7.15,13.7,15.55,3.42,62.5,Imported,VA23193579,08/08/2023,ALS,ALS,2.83,6.64,0.031,0.127,0.027,0.012,0.04,2.6,13,0.67,368,0.607,0.011,0.681,10.65,0.0833,5.71,0.0005,0.001,7.49,0.0001,0.5,0.009,0.237,2.64,0.113,0.39,18.45,0.0025,0.036,0.677,0.0933,0.0478,0.224,78,0.083,25.41,25.41,1.99,79,4.41,
KDK_Soils_2023,239425,ECL657,Eclipse,NAD83_U10,685548,5512801,,REG,,06/30/2023,MP,Dry,Sub-angular,15,B Horizon,brown,Forest,Sandy Silt,,0.142,2.26,2.68,0.0008,Imported,VA23193579,08/08/2023,ALS,ALS,1,90.9,0.368,0.081,0.24,0.117,7.08,14.2,14.65,7.85,55.2,Imported,VA23193579,08/08/2023,ALS,ALS,2.82,7.04,0.031,0.097,0.021,0.019,0.06,2.73,14.9,0.74,414,0.461,0.011,0.658,10.45,0.0879,4.91,0.001,0.001,9.16,0.0001,0.48,0.006,0.183,2.83,0.078,0.41,23.1,0.0025,0.026,0.63,0.109,0.0447,0.244,78.7,0.076,25.421,25.421,2.13,81.8,3.76,
KDK_Soils_2023,239426,ECL656,Eclipse,NAD83_U10,685501,5512796,,REG,,06/30/2023,MP,Dry,Sub-rounded,15,B Horizon,brown,Forest,Sandy Silt,,0.168,2.51,2.69,0.0033,Imported,VA23193579,08/08/2023,ALS,ALS,1,73.9,0.372,0.0691,0.24,0.096,7.03,16.8,18.1,3.82,71.2,Imported,VA23193579,08/08/2023,ALS,ALS,3.25,7.77,0.038,0.147,0.027,0.014,0.05,2.72,15.2,0.95,593,0.438,0.013,0.629,12.2,0.1045,5.9,0.001,0.001,8.44,0.0001,0.5,0.007,0.186,3.07,0.084,0.41,20.3,0.0025,0.026,0.743,0.128,0.043,0.233,91.5,0.088,25.391,25.391,2.19,73.7,5.24,
KDK_Soils_2023,239427,ECL655,Eclipse,NAD83_U10,685448,5512798,,REG,,06/30/2023,MP,Damp,Sub-rounded,20,B Horizon,brown,Clear Cut,Sandy Silt,,0.21,2.57,1.88,0.0012,Imported,VA23193579,08/08/2023,ALS,ALS,1,131,0.399,0.0771,0.48,0.11,10.8,11.55,16.7,2.31,79.2,Imported,VA23193579,08/08/2023,ALS,ALS,2.63,7.49,0.042,0.095,0.03,0.017,0.05,5.1,20.5,0.71,677,0.46,0.019,0.726,11.5,0.0326,5.13,0.002,0.001,9.69,0.0003,0.56,0.009,0.149,3.55,0.231,0.47,34,0.0025,0.018,0.728,0.1215,0.0639,0.366,75.3,0.06,25.15,25.15,5.52,58.3,3.8,
KDK_Soils_2023,239428,ECL654,Eclipse,NAD83_U10,685399,5512799,,REG,,06/30/2023,MP,Damp,Sub-rounded,15,B Horizon,brown,Clear Cut,Sandy Silt,,0.141,2.25,2.51,0.0007,Imported,VA23193579,08/08/2023,ALS,ALS,1,81.2,0.316,0.0751,0.21,0.069,4.51,11.75,17.65,1.685,45.6,Imported,VA23193579,08/08/2023,ALS,ALS,2.98,8.26,0.03,0.121,0.034,0.016,0.06,2.12,15.8,0.78,346,0.426,0.013,0.876,10.5,0.0841,4.97,0.0005,0.001,7.52,0.0001,0.38,0.008,0.129,2.75,0.077,0.42,14.85,0.0025,0.027,0.534,0.134,0.0378,0.171,87.6,0.09,25.249,25.249,1.825,63.6,4.24,
KDK_Soils_2023,239429,ECL653,Eclipse,NAD83_U10,685348,5512802,,REG,,06/30/2023,MP,Damp,Sub-rounded,20,B Horizon,brown,Clear Cut,Sandy Silt,,0.108,2.25,3.09,0.0016,Imported,VA23193579,08/08/2023,ALS,ALS,1,82.9,0.387,0.0648,0.29,0.075,9.09,10.95,18.05,1.95,44.6,Imported,VA23193579,08/08/2023,ALS,ALS,2.5,6.99,0.034,0.109,0.038,0.017,0.04,3.41,13.4,0.63,388,0.359,0.015,0.818,11.35,0.104,4.59,0.001,0.001,7.4,0.0001,0.4,0.01,0.187,3.28,0.122,0.4,23,0.0025,0.024,0.721,0.0937,0.0436,0.311,75.2,0.09,25.08,25.08,3.25,55.6,4.6,
KDK_Soils_2023,239430,ECL653,,,,,,DUP,,06/30/2023,,,,,,,,,,0.118,2.25,3.2,0.0016,Imported,VA23193579,08/08/2023,ALS,ALS,1,81.1,0.383,0.0692,0.29,0.075,9.72,11.45,18.95,2.09,46.2,Imported,VA23193579,08/08/2023,ALS,ALS,2.49,7.5,0.036,0.109,0.041,0.016,0.04,3.61,13.3,0.62,378,0.36,0.015,0.814,11.9,0.101,4.7,0.001,0.001,7.81,0.0001,0.42,0.009,0.192,3.75,0.147,0.41,25.3,0.0025,0.025,0.757,0.096,0.0465,0.323,78.4,0.088,25.419,25.419,3.41,55.6,4.44,239429
KDK_Soils_2023,239431,ECL652,Eclipse,NAD83_U10,685302,5512798,,REG,,06/30/2023,MP,Dry,Sub-angular,20,B Horizon,lt brown,Clear Cut,Silty Sand,,0.137,2.13,1.94,0.0015,Imported,VA23193579,08/08/2023,ALS,ALS,2,104.5,0.321,0.07,0.57,0.12,9.77,10.95,16,1.785,55.5,Imported,VA23193579,08/08/2023,ALS,ALS,2.47,6.37,0.036,0.06,0.03,0.017,0.07,3.8,14.8,0.79,496,0.298,0.018,0.686,10.35,0.0482,4.54,0.001,0.001,8.9,0.0001,0.46,0.013,0.173,3.35,0.221,0.36,47.4,0.0025,0.024,0.54,0.1095,0.0462,0.321,72.8,0.057,25.093,25.093,3.89,56.5,2.62,
KDK_Soils_2023,239432,ECL651,Eclipse,NAD83_U10,685247,5512801,,REG,,06/30/2023,MP,Dry,Sub-rounded,15,B Horizon,brown,Clear Cut,Sandy Silt,,0.18,2.25,2.15,0.0017,Imported,VA23193579,08/08/2023,ALS,ALS,1,124.5,0.382,0.0695,0.42,0.117,10.9,11.65,16.9,6.08,136,Imported,VA23193579,08/08/2023,ALS,ALS,2.77,7.14,0.042,0.073,0.022,0.02,0.06,5.17,17,0.8,474,0.333,0.018,0.404,10.8,0.0348,4.54,0.002,0.0005,11.15,0.0001,0.58,0.005,0.233,4.14,0.123,0.4,34.8,0.0025,0.029,0.799,0.1085,0.089,0.348,89,0.052,25.074,25.074,5.62,65.7,3.24,
KDK_Soils_2023,239433,ECL650,Eclipse,NAD83_U10,685200,5512800,,REG,,06/30/2023,MP,Dry,Sub-angular,20,B Horizon,brown,Forest,Silty Sand,,0.255,2.17,3.49,0.0036,Imported,VA23193579,08/08/2023,ALS,ALS,1,124.5,0.385,0.0866,0.61,0.158,12.05,10.25,22.2,2.29,102,Imported,VA23193579,08/08/2023,ALS,ALS,2.73,6.52,0.04,0.091,0.037,0.021,0.06,4.71,15.4,0.57,308,0.421,0.018,0.914,13.15,0.0391,4.91,0.004,0.001,8.55,0.0003,0.52,0.014,0.346,5.29,0.345,0.42,41.7,0.0025,0.039,0.593,0.0696,0.0595,0.462,81.7,0.064,25.349,25.349,5.87,52,3.66,
KDK_Soils_2023,239434,ECL649,Eclipse,NAD83_U10,685151,5512800,,REG,,06/30/2023,MP,Damp,Sub-angular,15,B Horizon,brown,Forest,Sandy Silt,,0.274,1.9,2.85,0.0035,Imported,VA23193579,08/08/2023,ALS,ALS,1,55.6,0.312,0.0728,0.27,0.101,8.25,10.5,21.8,1.54,60.5,Imported,VA23193579,08/08/2023,ALS,ALS,2.84,6.43,0.032,0.101,0.034,0.019,0.04,3.04,11.8,0.58,252,0.534,0.012,0.792,11.6,0.0706,4.23,0.002,0.001,7.83,0.0001,0.52,0.009,0.264,3.36,0.124,0.38,20.3,0.0025,0.032,0.643,0.0846,0.0333,0.261,86.4,0.072,25.447,25.447,2.49,50.3,3.57,
KDK_Soils_2023,239435,ECL648,Eclipse,NAD83_U10,685102,5512798,,REG,,06/30/2023,MP,Dry,Sub-angular,20,B Horizon,brown,Forest,Sandy Silt,,0.213,2.61,2.35,0.0015,Imported,VA23193579,08/08/2023,ALS,ALS,1,73.7,0.396,0.0863,0.18,0.068,8.13,12.55,19.95,2.15,70.8,Imported,VA23193579,08/08/2023,ALS,ALS,2.97,8.55,0.036,0.263,0.034,0.02,0.04,2.87,18.2,0.75,299,0.454,0.016,0.844,11.2,0.0873,4.69,0.001,0.001,7.87,0.0001,0.48,0.008,0.134,3.26,0.114,0.51,18.35,0.0025,0.031,0.95,0.1165,0.0364,0.294,81.4,0.073,25.436,25.436,2.57,69.8,10.45,
KDK_Soils_2023,239436,ECL647,Eclipse,NAD83_U10,685050,5512798,,REG,,06/30/2023,MP,Dry,Sub-angular,30,B Horizon,lt brown,Forest,Silt,,0.212,2.13,2.14,0.0006,Imported,VA23193579,08/08/2023,ALS,ALS,1,54.5,0.335,0.117,0.11,0.145,8.21,10.5,11.5,1.775,58.2,Imported,VA23193579,08/08/2023,ALS,ALS,2.51,8.85,0.029,0.136,0.037,0.018,0.04,2.65,14.2,0.49,512,0.753,0.02,1.14,6.48,0.0816,5.78,0.001,0.0005,6.64,0.0001,0.42,0.01,0.121,2.88,0.124,0.6,10.4,0.0025,0.065,0.683,0.1105,0.0448,0.221,70.3,0.098,25.311,25.311,2,80.6,5.23,
KDK_Soils_2023,239437,ECL610,Eclipse,NAD83_U10,685051,5512699,,REG,,06/30/2023,MP,Dry,Sub-angular,15,B Horizon,brown,Clear Cut,Sandy Silt,,0.235,2.64,1.88,0.0042,Imported,VA23193579,08/08/2023,ALS,ALS,1,62.7,0.347,0.0729,0.26,0.12,8.34,20.1,62.6,1.6,66.6,Imported,VA23193579,08/08/2023,ALS,ALS,3.78,9.2,0.05,0.088,0.022,0.017,0.07,2.99,15.3,1.49,1055,0.252,0.011,0.438,21.1,0.129,5.77,0.001,0.002,7.89,0.0001,0.46,0.009,0.164,4.03,0.053,0.41,18.7,0.0025,0.015,0.796,0.1345,0.0461,0.241,110.5,0.064,25.424,25.424,2.43,105,2.92,
KDK_Soils_2023,239438,ECL611,Eclipse,NAD83_U10,685098,5512699,,REG,,06/30/2023,MP,Dry,Sub-angular,10,B Horizon,brown,Forest,Sandy Silt,,0.414,2.3,2.78,0.0036,Imported,VA23193579,08/08/2023,ALS,ALS,1,74.9,0.376,0.0872,0.2,0.107,12.7,14.15,31.9,1.66,93,Imported,VA23193579,08/08/2023,ALS,ALS,2.98,7.78,0.033,0.202,0.031,0.018,0.04,4.33,15.7,0.81,383,0.412,0.013,0.309,15.8,0.0976,4.72,0.001,0.001,8.13,0.0001,0.56,0.003,0.194,4.13,0.063,0.35,19.9,0.0025,0.036,1.225,0.1,0.0485,0.398,85,0.076,25.059,25.059,3.8,72.8,9.89,
KDK_Soils_2023,239439,ECL612,Eclipse,NAD83_U10,685149,5512702,,REG,,06/30/2023,MP,Dry,Sub-rounded,20,B Horizon,brown,Forest,Sandy Silt,,0.104,1.94,2.87,0.0031,Imported,VA23193579,08/08/2023,ALS,ALS,2,81.8,0.341,0.0673,0.25,0.093,10.7,11.35,27.1,1.355,67,Imported,VA23193579,08/08/2023,ALS,ALS,2.87,5.81,0.029,0.105,0.026,0.013,0.03,4.19,10,0.59,350,0.496,0.013,0.405,14.1,0.1015,4.23,0.001,0.001,8.35,0.0001,0.58,0.006,0.196,3.63,0.095,0.31,23.7,0.0025,0.041,0.951,0.0896,0.0478,0.339,82.4,0.085,25.014,25.014,3.49,51.5,4.37,
KDK_Soils_2023,239440,,,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,0.093,1.76,3.93,0.0022,,VA23193579,08/08/2023,ALS,ALS,3,146,0.508,0.0832,0.68,0.146,22.2,11.8,29.7,1.205,59.2,,VA23193579,08/08/2023,ALS,ALS,2.9,5.48,0.063,0.117,0.023,0.022,0.18,9.65,9.7,0.7,556,0.502,0.019,0.301,23.2,0.0793,5.15,0.0005,0.001,10.4,0.0002,0.62,0.011,0.323,6.26,0.152,0.43,58.4,0.0025,0.029,2.26,0.082,0.0969,0.537,69.7,0.056,25.056,25.056,10.35,62.4,5.59,
KDK_Soils_2023,239441,ECL613,Eclipse,NAD83_U10,685201,5512699,,REG,,07/05/2023,MP,Moist,Sub-rounded,30,B Horizon,dk brown,Clear Cut,Sandy Silt,Poor sample lots of org's.,0.229,2.15,2.41,0.0035,Imported,VA23193579,08/08/2023,ALS,ALS,1,169,0.476,0.0841,0.6,0.155,16.15,10.25,28.6,1.42,85.2,Imported,VA23193579,08/08/2023,ALS,ALS,2.67,6.8,0.045,0.03,0.04,0.018,0.05,9.85,10.8,0.58,578,0.535,0.021,0.539,16.6,0.0416,4.99,0.002,0.001,6.79,0.0008,0.48,0.013,0.201,5.6,0.309,0.39,40.7,0.0025,0.032,0.458,0.0691,0.0567,0.853,75,0.065,25.066,25.066,10.75,50.2,1.33,
KDK_Soils_2023,239442,ECL614,Eclipse,NAD83_U10,685249,5512698,,REG,,06/30/2023,MP,Moist,Sub-angular,20,B Horizon,brown,Clear Cut,Sandy Silt,,0.246,2.08,2.62,0.0127,Imported,VA23193579,08/08/2023,ALS,ALS,2,123.5,0.37,0.0842,0.59,0.176,13,11.9,30.2,2.44,94.7,Imported,VA23193579,08/08/2023,ALS,ALS,3.05,6.03,0.037,0.059,0.042,0.022,0.06,5.15,18.1,0.65,422,0.515,0.021,0.381,16.9,0.0309,4.88,0.003,0.001,20.7,0.0007,0.54,0.01,0.316,5.6,0.421,0.36,41.8,0.0025,0.045,0.79,0.0953,0.0791,0.595,85.5,0.064,25.06,25.06,6.18,50.7,2.52,
KDK_Soils_2023,239443,ECL615,Eclipse,NAD83_U10,685304,5512700,,REG,,06/30/2023,MP,Damp,Sub-rounded,20,B Horizon,brown,Clear Cut,Sandy Silt,Close to an old road.,0.216,2.35,2.1,0.0016,Imported,VA23193579,08/08/2023,ALS,ALS,2,110,0.404,0.0867,0.59,0.116,11.45,8.91,18.95,1.85,58.7,Imported,VA23193579,08/08/2023,ALS,ALS,2.42,7.6,0.031,0.052,0.029,0.021,0.05,4.83,18.9,0.43,277,0.417,0.019,0.762,12.7,0.0288,5.23,0.001,0.0005,9.85,0.0003,0.52,0.013,0.172,3.45,0.183,0.45,33.8,0.0025,0.019,0.543,0.0855,0.0461,0.501,67.9,0.058,25.048,25.048,4.28,44.6,2.35,
KDK_Soils_2023,239444,ECL616,Eclipse,NAD83_U10,685351,5512700,,REG,,06/30/2023,MP,Dry,Sub-rounded,15,B Horizon,lt brown,Clear Cut,Sandy Silt,,0.163,2.21,1.23,0.0005,Imported,VA23193579,08/08/2023,ALS,ALS,1,57.3,0.345,0.051,0.31,0.075,6.55,15.2,13.45,2.24,77.7,Imported,VA23193579,08/08/2023,ALS,ALS,3.06,7.54,0.04,0.099,0.016,0.007,0.05,3.09,14.4,1.25,594,0.255,0.012,0.284,7.24,0.0971,3.96,0.001,0.001,8.82,0.0001,0.52,0.004,0.063,1.755,0.048,0.26,32.7,0.0025,0.026,0.7,0.154,0.0351,0.218,84.3,0.067,25.011,25.011,2.12,83.3,3.59,
KDK_Soils_2023,239445,ECL617,Eclipse,NAD83_U10,685400,5512700,,REG,,06/30/2023,MP,Dry,Sub-rounded,20,B Horizon,brown,Clear Cut,Sandy Silt,,0.107,1.94,2.13,0.0017,Imported,VA23193579,08/08/2023,ALS,ALS,1,67.7,0.334,0.0663,0.24,0.072,6.76,11.1,16.35,1.685,42.6,Imported,VA23193579,08/08/2023,ALS,ALS,2.5,6.5,0.025,0.122,0.039,0.016,0.04,3.02,11.6,0.58,400,0.391,0.013,0.615,10.6,0.1105,4.48,0.0005,0.001,8.83,0.0001,0.46,0.009,0.141,2.44,0.066,0.36,20.4,0.0025,0.021,0.742,0.0968,0.034,0.249,66.3,0.083,25.061,25.061,2.25,60,4.82,
KDK_Soils_2023,239446,ECL618,Eclipse,NAD83_U10,685452,5512698,,REG,,06/30/2023,MP,Damp,Sub-angular,15,B Horizon,brown,Clear Cut,Sandy Silt,Top of an outcrop.,0.082,2.39,1.68,0.0016,Imported,VA23193579,08/08/2023,ALS,ALS,1,65.9,0.365,0.0632,0.22,0.059,6.78,14.65,13.35,2.52,112.5,Imported,VA23193579,08/08/2023,ALS,ALS,2.98,7.67,0.039,0.222,0.021,0.01,0.05,3,15.6,1.02,378,0.394,0.011,0.369,9.72,0.0911,4.04,0.001,0.001,8.69,0.0001,0.52,0.005,0.115,2.55,0.047,0.32,21.1,0.0025,0.024,0.879,0.1425,0.0504,0.256,80.3,0.082,25.079,25.079,2.36,66,8.1,
KDK_Soils_2023,239447,ECL619,Eclipse,NAD83_U10,685499,5512701,,REG,,06/30/2023,MP,Dry,Sub-angular,20,B Horizon,brown,Clear Cut,Sandy Silt,,0.124,2.07,1.77,0.0009,Imported,VA23193579,08/08/2023,ALS,ALS,1,82.4,0.32,0.0699,0.26,0.108,5.45,15.5,15.15,5.17,62.7,Imported,VA23193579,08/08/2023,ALS,ALS,2.71,6.18,0.029,0.115,0.026,0.011,0.05,2.41,14.2,0.75,601,0.488,0.012,0.522,10.05,0.1065,4.64,0.002,0.001,7.74,0.0001,0.46,0.012,0.115,1.74,0.093,0.33,19.75,0.0025,0.029,0.627,0.128,0.0508,0.201,68.1,0.087,25.069,25.069,1.555,85.4,4.1,
KDK_Soils_2023,239448,ECL620,Eclipse,NAD83_U10,685548,5512698,,REG,,07/01/2023,MP,Damp,Sub-angular,15,B Horizon,brown,Forest,Sandy Silt,,0.122,2.16,2.35,0.0027,Imported,VA23193579,08/08/2023,ALS,ALS,1,75.9,0.371,0.0776,0.23,0.121,8.77,10.35,17.95,3.89,45.2,Imported,VA23193579,08/08/2023,ALS,ALS,2.57,6.31,0.028,0.113,0.032,0.018,0.03,3.51,10.8,0.5,555,0.457,0.016,0.622,10.4,0.1255,5.01,0.001,0.001,7.91,0.0002,0.5,0.01,0.157,2.56,0.097,0.39,20.1,0.0025,0.026,0.806,0.0976,0.0473,0.325,69.8,0.071,25.068,25.068,2.82,61.5,4.81,
KDK_Soils_2023,239449,ECL621,Eclipse,NAD83_U10,685599,5512699,,REG,,07/01/2023,MP,Dry,Sub-angular,30,B Horizon,brown,Forest,Sandy Silt,,0.172,2.34,2.1,0.001,Imported,VA23193579,08/08/2023,ALS,ALS,1,80.2,0.382,0.0761,0.27,0.155,8.03,13.9,14.95,3.43,77,Imported,VA23193579,08/08/2023,ALS,ALS,2.9,7.31,0.033,0.172,0.024,0.017,0.04,3.22,15.1,0.81,435,0.576,0.014,0.417,10.8,0.107,5.31,0.001,0.001,10.15,0.0001,0.5,0.006,0.145,2.8,0.066,0.37,26.3,0.0025,0.026,0.899,0.127,0.0457,0.286,77.9,0.073,25.008,25.008,2.41,71.3,6.94,
KDK_Soils_2023,239450,,,,,,,Control,CDN-GEO-1901,,,,,,,,,,,0.78,1.58,10.2,0.0375,,VA23193579,08/08/2023,ALS,ALS,46,140,0.237,0.1525,3.14,0.173,11.5,14.25,29.5,0.84,634,,VA23193579,08/08/2023,ALS,ALS,3.14,5.99,0.068,0.081,0.24,0.024,0.12,5.27,14.6,1.46,580,20.2,0.117,0.012,15.2,0.0991,29.1,0.006,0.001,5.75,0.0325,0.08,0.317,1.335,5.89,0.623,0.38,129.5,0.0025,0.091,1.62,0.0759,0.0461,0.658,98.4,1.86,25.056,25.056,7.04,54.8,2.74,
KDK_Soils_2023,239451,Ecl425,Eclipse,NAD83_U10,685049,5512204,,REG,,07/05/2023,MP,Damp,Sub-rounded,20,B Horizon,lt brown,Forest,Sandy Silt,Some organics mixed in,0.086,1.89,2.46,0.005,Imported,VA23193563,08/07/2023,ALS,ALS,1,50,0.249,0.072,0.21,0.049,6.29,9.15,15.8,1.445,39.7,Imported,VA23193563,08/07/2023,ALS,ALS,2.47,7.01,0.03,0.108,0.034,0.014,0.03,2.78,11,0.59,226,0.53,0.016,0.64,9.14,0.0918,4.23,0.002,0.0005,6.7,0.0001,0.44,0.01,0.154,2.67,0.081,0.32,18.65,0.0025,0.032,0.655,0.0845,0.0363,0.232,75.4,0.082,25.253,25.253,2.45,45.4,3.73,
KDK_Soils_2023,239452,Ecl388,Eclipse,NAD83_U10,685049,5512105,,REG,,07/06/2023,MP,Damp,Sub-rounded,30,B Horizon,lt brown,Forest,Sandy Silt,,0.14,2.27,2.35,0.0036,Imported,VA23193563,08/07/2023,ALS,ALS,1,54,0.316,0.0545,0.31,0.053,5.92,16.55,22,1.66,61.2,Imported,VA23193563,08/07/2023,ALS,ALS,3.78,8.51,0.042,0.146,0.035,0.011,0.07,2.5,15.3,1.25,394,0.59,0.014,0.589,12.55,0.1405,3.37,0.001,0.001,9.35,0.0001,0.46,0.01,0.075,2.38,0.115,0.27,19.65,0.0025,0.032,0.585,0.137,0.0388,0.1995,98.6,0.077,25.35,25.35,2.09,54.8,4.51,
KDK_Soils_2023,239453,Ecl390,Eclipse,NAD83_U10,685150,5512099,,REG,,07/06/2023,MP,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Silt,,0.111,2.49,2.17,0.0014,Imported,VA23193563,08/07/2023,ALS,ALS,1,52.4,0.308,0.0604,0.21,0.055,4.92,14.65,18.9,1.415,94.2,Imported,VA23193563,08/07/2023,ALS,ALS,3.47,9.09,0.041,0.117,0.022,0.013,0.07,2.38,18.3,1.2,360,0.424,0.013,0.448,11.45,0.0699,4.49,0.0005,0.001,10.2,0.0001,0.5,0.006,0.094,2.58,0.088,0.33,19.2,0.0025,0.031,0.542,0.146,0.0429,0.208,101,0.067,25.33,25.33,2.13,62,3.46,
